Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
6,Self_Employed,217296,18,no,normal,2,10,,3,,1,condominium,12,Selangor,2,12078,1220529,19717,Accept,9
6,Self_Employed,651792,12,yes,gold,2,,2,,1,3,condominium,12,Selangor,,,1044126,9102,Accept,6
6,Self_Employed,699339,15,no,platinum,2,,2,,,3,,12,Selangor,1,5022,1246219,,Accept,7
4,employee,191980,19,yes,normal,2,11,5,3,3,2,condominium,10,Selangor,,4672,1084870,8833,Reject,8
4,employee,794279,14,no,gold,2,11,,3,3,2,condominium,10,Selangor,3,6052,727223,12542,Accept,9
4,employee,174217,15,yes,gold,2,11,5,3,3,2,condominium,10,Selangor,3,4758,1259443,17014,Reject,7
4,employee,351879,21,no,gold,2,11,5,3,,3,condominium,,Selangor,1,10727,559009,11302,Reject,9
4,employee,422686,14,yes,gold,2,11,,3,3,1,condominium,10,Selangor,3,9097,,17204,Accept,8
4,employee,259411,14,no,normal,2,11,5,,3,1,condominium,10,Selangor,,11609,503237,10098,Reject,6
4,employee,135765,20,yes,normal,2,,,3,,3,condominium,10,Selangor,2,6668,1366780,13098,Accept,6
4,employee,,16,no,gold,2,11,5,3,3,3,,10,Selangor,1,7415,1003190,,Accept,6
4,employee,693519,13,yes,normal,2,11,5,3,,2,condominium,,Selangor,2,,1215403,7611,Reject,9
4,employee,614113,,no,normal,2,,5,,,1,condominium,,Selangor,3,9332,1030615,8000,Accept,7
4,employee,666159,10,yes,gold,2,11,5,3,,3,condominium,,Selangor,3,9282,1426709,8205,Accept,6
4,employee,539990,,no,platinum,2,11,5,3,,1,condominium,10,Selangor,2,9735,1400765,13224,Accept,6
4,employee,121616,18,yes,normal,2,11,5,,,2,condominium,10,Selangor,2,10960,421251,12227,Reject,6
4,employee,316588,,no,gold,2,11,5,3,3,3,condominium,10,Selangor,,,804894,7614,Accept,9
4,employee,401795,,yes,normal,2,11,5,,3,1,condominium,10,Selangor,2,,569987,,Accept,6
4,employee,325776,13,no,normal,2,11,5,,3,2,condominium,10,Selangor,3,11075,1049173,,Accept,7
4,employee,442615,17,yes,gold,2,11,5,3,,2,condominium,10,Selangor,1,4449,1291072,13089,Accept,8
4,employee,758621,12,no,normal,2,11,5,,3,2,condominium,,Selangor,1,4686,624411,,Accept,7
4,employee,,23,yes,platinum,2,11,5,,3,1,condominium,10,Selangor,2,7824,808669,13491,Accept,8
4,employee,251879,,no,,2,11,5,3,,2,condominium,10,Selangor,1,10672,470683,,Accept,7
4,employee,729265,12,yes,normal,2,,5,,3,3,condominium,10,Selangor,3,,1283187,,Reject,7
4,employee,543417,20,no,normal,2,,,3,3,2,condominium,10,Selangor,,,584462,10326,Accept,6
4,employee,,10,yes,normal,2,11,,3,3,1,condominium,10,Selangor,3,4971,1141813,,Accept,7
4,employee,270087,13,no,gold,2,11,5,3,3,3,condominium,10,Selangor,,,,16626,Reject,7
4,employee,638027,,yes,normal,2,11,5,3,3,1,condominium,,Selangor,,11559,,,Reject,7
4,employee,744346,21,no,normal,2,,5,3,3,1,condominium,10,Selangor,,,934811,,Reject,6
4,employee,,10,yes,gold,2,11,5,3,3,1,condominium,10,Selangor,3,12013,973818,16520,Accept,7
4,employee,,18,no,normal,2,11,5,,,3,condominium,10,Selangor,,4626,903774,18121,Accept,8
4,employee,,23,yes,normal,2,11,5,3,,1,condominium,10,Selangor,,8375,1319488,18381,Accept,9
4,employee,,22,no,normal,2,11,5,3,3,1,condominium,10,Selangor,2,10342,1030112,,Accept,6
4,employee,174606,23,yes,normal,2,,5,3,,2,condominium,10,Selangor,3,,1329843,12645,Accept,6
4,employee,,11,no,normal,2,11,5,,3,2,condominium,10,Selangor,3,8120,,7595,Reject,6
4,employee,,12,yes,normal,2,11,5,3,3,1,condominium,,Selangor,2,5355,,,Accept,7
4,employee,325522,12,no,gold,2,11,,3,3,2,condominium,10,Selangor,2,3690,1317165,,Accept,9
4,employee,,15,yes,gold,2,11,,3,3,3,condominium,10,Selangor,1,,1310838,,Accept,6
4,employee,303442,16,no,gold,2,11,5,,3,1,condominium,10,Selangor,1,8816,1342002,,Accept,6
4,employee,466117,,yes,gold,2,,5,3,,3,condominium,,Selangor,2,10902,613608,14541,Reject,9
4,employee,739671,,no,normal,2,11,5,3,3,1,condominium,,Selangor,,6587,,,Accept,9
4,employee,158951,23,yes,normal,2,11,5,,3,3,condominium,10,Selangor,2,10347,1189591,9621,Accept,7
4,employee,768227,,no,normal,2,11,5,3,,3,condominium,10,Selangor,1,7841,739375,,Accept,6
4,employee,126466,14,yes,normal,2,,,3,3,1,condominium,,Selangor,,8067,1234236,,Accept,6
4,employee,622209,13,no,normal,2,,5,,3,3,condominium,10,Selangor,1,6615,1253154,,Reject,7
4,employee,528103,,yes,gold,2,11,5,,3,1,condominium,,Selangor,2,8214,1087889,,Accept,6
4,employee,390155,20,no,gold,2,,5,3,3,3,condominium,10,Selangor,1,4343,595413,13922,Reject,9
4,employee,113707,,yes,normal,2,,,3,,1,condominium,10,Selangor,1,3851,541604,17967,Accept,6
4,employee,757294,19,no,normal,2,11,5,3,,1,,10,Selangor,,10247,1281373,,Accept,7
4,employee,662723,15,yes,gold,2,11,,,,2,condominium,10,Selangor,3,11249,,12354,Reject,6
4,employee,545674,13,no,normal,2,,,,3,1,condominium,10,Selangor,2,5620,604906,,Accept,7
4,employee,724673,14,yes,gold,2,11,,3,3,1,condominium,10,Selangor,2,7163,782086,,Accept,8
4,employee,,23,no,normal,2,11,5,3,3,2,condominium,,Selangor,3,,659481,,Accept,7
4,employee,482458,13,yes,normal,2,11,,,3,1,condominium,10,Selangor,1,12261,555916,7749,Accept,7
4,employee,307783,14,no,platinum,2,11,5,3,3,1,condominium,10,Selangor,1,9956,,,Accept,7
4,employee,718250,20,yes,gold,2,,5,3,3,1,condominium,10,Selangor,2,9493,841883,15408,Reject,6
4,employee,,10,no,normal,2,11,,3,3,1,condominium,10,Selangor,1,6076,792275,12516,Accept,9
4,employee,418743,16,yes,normal,2,11,,,,3,condominium,,Selangor,3,8833,458970,14283,Accept,8
4,employee,,20,no,normal,2,,,,,3,condominium,,Selangor,1,7582,519139,9378,Accept,8
4,employee,158830,12,yes,gold,2,,5,3,,3,condominium,10,Selangor,3,,779708,,Accept,8
4,employee,,22,no,normal,2,,5,,3,2,condominium,10,Selangor,2,9878,992639,13141,Accept,7
4,employee,186962,,yes,gold,2,11,,3,,1,condominium,10,Selangor,1,9052,818928,14496,Accept,8
4,employee,752211,19,no,normal,2,11,5,,3,1,,10,Selangor,,8381,1252615,14170,Accept,9
4,employee,181808,,yes,normal,2,,5,3,3,1,condominium,10,Selangor,3,12014,1243171,16992,Accept,9
4,employee,640073,12,no,normal,2,11,5,3,3,1,condominium,10,Selangor,2,4453,1142989,9588,Accept,6
4,employee,281381,23,yes,normal,2,,5,,3,1,condominium,10,Selangor,3,12132,1435664,,Accept,8
4,employee,,,no,gold,2,11,5,3,3,1,condominium,10,Selangor,1,3740,,18158,Reject,7
4,employee,,12,yes,normal,2,,5,3,3,1,,10,Selangor,2,,1416719,13128,Accept,6
4,employee,588891,21,no,normal,2,11,5,3,,2,condominium,10,Selangor,1,,,11753,Accept,9
4,employee,641364,17,yes,normal,2,,5,3,3,2,condominium,10,Selangor,,10755,1295815,8201,Accept,6
4,employee,124163,11,no,normal,2,11,5,3,,3,,,Selangor,2,,1200841,,Accept,8
4,employee,230698,,yes,normal,2,11,5,3,3,2,condominium,,Selangor,3,7725,1083607,,Accept,8
4,employee,116437,,no,normal,2,11,5,3,3,1,condominium,10,Selangor,1,8539,1072765,13722,Accept,8
4,employee,275773,12,yes,normal,2,11,5,3,3,3,condominium,,Selangor,2,6023,600262,,Accept,7
4,employee,455895,15,no,normal,2,,5,3,,3,condominium,10,Selangor,3,8797,421344,13321,Accept,7
4,employee,759235,24,yes,gold,2,,5,3,3,2,condominium,10,Selangor,2,4004,431456,,Accept,8
4,employee,184394,17,no,gold,2,,5,,3,2,condominium,10,Selangor,1,10899,752183,15088,Accept,9
4,employee,,19,yes,normal,2,11,5,3,3,3,condominium,,Selangor,3,9025,506801,,Accept,7
4,employee,576752,13,no,normal,2,,5,3,,1,condominium,10,Selangor,1,8230,627257,16750,Accept,9
4,employee,,24,yes,normal,2,,5,,3,3,condominium,10,Selangor,1,,511901,8057,Reject,7
4,employee,193519,11,no,,2,11,,3,3,3,condominium,10,Selangor,1,,1248725,15827,Accept,7
4,employee,,10,yes,,2,,5,3,3,2,condominium,,Selangor,2,5736,1265338,15414,Accept,7
4,employee,642934,22,no,gold,2,11,5,,3,3,condominium,10,Selangor,1,5417,1261763,8687,Accept,8
4,employee,626874,23,yes,platinum,2,11,,3,,3,condominium,10,Kuala Lumpur,,8302,,,Reject,8
4,employee,382808,22,no,normal,2,11,5,3,3,2,condominium,10,Kuala Lumpur,3,4964,901445,16887,Accept,6
4,employee,,15,yes,gold,2,11,,3,,3,condominium,10,Kuala Lumpur,,4456,555742,19295,Accept,8
4,employee,,10,no,gold,2,11,5,3,,2,condominium,,Kuala Lumpur,1,12513,1306813,,Accept,6
4,employee,273102,11,yes,normal,2,11,5,3,3,2,condominium,10,Kuala Lumpur,,5779,960559,,Accept,7
4,employee,,10,no,normal,2,11,5,,3,3,condominium,10,Kuala Lumpur,,5582,1316906,,Accept,7
4,employee,478099,19,yes,normal,2,11,5,3,3,2,,10,Kuala Lumpur,2,3946,1048240,14815,Accept,8
4,employee,606341,17,no,normal,2,,5,,3,1,condominium,10,Kuala Lumpur,,,708910,,Accept,8
4,employee,629996,24,yes,gold,2,11,5,,3,2,condominium,,Kuala Lumpur,,12245,462597,,Reject,8
4,employee,194781,11,no,normal,2,11,5,3,3,1,condominium,10,Kuala Lumpur,,,1060182,,Reject,9
4,employee,698049,12,yes,normal,2,11,5,3,,2,,10,Kuala Lumpur,,,,8674,Accept,7
4,employee,798549,22,no,platinum,2,11,,,3,2,condominium,10,Kuala Lumpur,,8974,673946,11371,Accept,8
4,employee,596816,20,yes,normal,2,11,,3,3,1,condominium,10,Kuala Lumpur,2,7241,,7587,Accept,9
4,employee,198093,,no,normal,2,11,5,3,3,2,condominium,10,Kuala Lumpur,,4344,817300,17362,Reject,7
4,employee,394827,13,yes,normal,2,11,5,3,3,1,condominium,10,Kuala Lumpur,2,,1334156,,Accept,8
4,employee,,,no,gold,2,11,5,3,3,2,condominium,10,Kuala Lumpur,2,6427,1114332,16751,Accept,6
4,employee,656740,,yes,normal,2,11,5,3,3,1,condominium,10,Kuala Lumpur,2,4693,1042157,15534,Accept,6
4,employee,771770,17,no,,2,11,5,3,,2,condominium,10,Kuala Lumpur,1,11433,508500,17103,Accept,6
4,employee,550668,24,yes,normal,2,11,,3,3,1,condominium,10,Kuala Lumpur,2,6090,1367194,,Accept,6
4,employee,181127,16,no,normal,2,11,,,,2,condominium,,Kuala Lumpur,2,4675,1360757,,Accept,9
6,employee,352969,19,yes,normal,2,,4,2,3,2,condominium,10,Kuala Lumpur,,8337,1344679,19064,Accept,9
6,employee,193485,,no,normal,2,,4,,,1,condominium,10,Kuala Lumpur,3,8938,1312040,12877,Accept,9
6,employee,,,yes,normal,2,,4,2,,1,condominium,10,Kuala Lumpur,1,,,,Accept,8
6,employee,481879,,no,platinum,2,,4,2,,1,condominium,10,Kuala Lumpur,1,,,,Reject,6
6,employee,649792,12,yes,platinum,2,12,4,2,3,1,condominium,10,Kuala Lumpur,,,1186048,10961,Reject,6
6,employee,784320,17,no,normal,2,12,4,2,3,2,condominium,10,Kuala Lumpur,,8308,1237389,,Accept,6
6,employee,392487,20,yes,,2,12,,2,,2,condominium,10,Kuala Lumpur,,12187,1076827,16494,Accept,8
6,employee,319486,15,no,gold,2,12,4,2,,2,condominium,10,Kuala Lumpur,2,4548,1281808,11003,Accept,8
6,employee,262829,16,yes,normal,2,12,4,2,,2,condominium,10,Kuala Lumpur,,6904,,,Accept,7
6,employee,567578,23,no,normal,2,,4,2,3,3,condominium,10,Kuala Lumpur,3,,1295481,,Reject,9
6,employee,,13,yes,normal,2,12,4,,3,1,condominium,10,Kuala Lumpur,,,986496,,Accept,8
6,employee,794029,11,no,normal,2,12,,2,3,2,condominium,10,Kuala Lumpur,2,10328,1161224,18360,Accept,7
6,employee,,14,yes,normal,2,,4,2,3,3,condominium,10,Kuala Lumpur,1,9009,1156049,17459,Reject,9
6,employee,,15,no,normal,2,,4,2,3,2,condominium,10,Kuala Lumpur,,,1174842,,Reject,8
6,employee,342691,,yes,normal,2,12,4,2,3,3,condominium,10,Kuala Lumpur,,,1348551,19118,Reject,9
6,employee,597047,16,no,gold,2,12,4,2,3,3,condominium,10,Kuala Lumpur,,,867715,,Accept,9
6,employee,790337,13,yes,normal,2,12,4,2,,3,condominium,10,Kuala Lumpur,2,,1121604,,Accept,9
6,employee,303147,12,no,,2,12,,2,,1,,10,Kuala Lumpur,3,10479,1015128,15100,Accept,8
6,employee,,,yes,gold,2,12,4,2,3,3,condominium,,Kuala Lumpur,,6749,699890,9430,Accept,8
6,employee,241560,17,no,normal,2,12,,2,3,3,condominium,10,Kuala Lumpur,,,660307,19554,Reject,9
6,employee,501093,22,yes,platinum,2,12,4,2,,1,condominium,10,Kuala Lumpur,2,,675616,,Accept,7
6,employee,,13,no,gold,2,12,4,,3,1,condominium,10,Kuala Lumpur,,10202,1093779,18521,Accept,6
6,employee,387842,,yes,normal,2,12,4,,3,3,condominium,10,Kuala Lumpur,3,3969,1057396,7961,Accept,7
6,employee,193662,19,no,gold,2,,4,,3,3,condominium,10,Kuala Lumpur,,5027,,9929,Accept,7
6,employee,553959,22,yes,normal,2,12,4,2,3,3,condominium,10,Kuala Lumpur,,11391,1235688,9802,Accept,9
6,employee,,15,no,gold,2,12,,,3,1,condominium,10,Kuala Lumpur,2,8621,644625,9474,Accept,7
6,employee,378309,15,yes,gold,2,12,4,,,2,condominium,10,Kuala Lumpur,1,5536,1194764,,Accept,6
6,employee,,21,no,gold,2,12,4,2,,2,condominium,10,Kuala Lumpur,,5768,1239117,14473,Accept,7
6,employee,540418,,yes,normal,2,12,4,2,3,3,condominium,10,Kuala Lumpur,2,4470,1129601,,Accept,9
6,employee,633691,17,no,gold,2,12,4,2,3,3,condominium,10,Kuala Lumpur,2,8235,679806,15835,Accept,8
6,employee,173002,15,yes,normal,2,12,,,3,2,condominium,10,Kuala Lumpur,,,935944,9824,Accept,6
6,employee,477653,19,no,normal,2,12,4,2,3,2,condominium,10,Kuala Lumpur,3,6564,981908,,Reject,9
6,employee,,14,yes,platinum,2,12,4,2,3,3,condominium,10,Kuala Lumpur,,,,15691,Accept,6
6,employee,100837,21,no,normal,2,12,4,2,3,3,condominium,,Kuala Lumpur,3,4844,876740,12731,Reject,6
6,employee,512246,18,yes,normal,2,,,,,1,condominium,10,Kuala Lumpur,1,5184,1346080,9524,Accept,6
6,employee,260794,16,no,normal,2,,,,3,3,condominium,10,Kuala Lumpur,2,8909,,,Accept,7
6,employee,301909,14,yes,gold,2,12,4,,3,3,condominium,10,Kuala Lumpur,2,4268,715112,11533,Accept,8
6,employee,105876,16,no,gold,2,12,4,2,,3,condominium,10,Kuala Lumpur,,11070,851848,9436,Accept,6
6,employee,474268,10,yes,normal,2,12,4,,3,1,condominium,10,Kuala Lumpur,1,9883,1161619,,Accept,7
6,employee,532050,22,no,normal,2,12,4,,3,1,condominium,,Kuala Lumpur,2,,879381,11407,Reject,8
6,employee,,,yes,normal,2,12,4,2,3,1,condominium,10,Kuala Lumpur,1,6544,757700,12954,Reject,9
6,employee,699890,18,no,normal,2,12,4,,3,3,,10,Kuala Lumpur,,11757,948346,14917,Accept,9
6,employee,525276,17,yes,gold,2,12,4,2,3,3,condominium,10,Kuala Lumpur,1,,991818,13501,Reject,7
6,employee,289302,20,no,gold,2,12,4,2,3,1,condominium,,Kuala Lumpur,3,3606,915964,,Accept,7
6,employee,763190,,yes,normal,2,12,4,2,,1,condominium,10,Kuala Lumpur,3,10307,1426668,12198,Accept,8
6,employee,215773,19,no,normal,2,12,4,2,3,3,condominium,10,Kuala Lumpur,,11567,857062,15472,Reject,6
6,employee,,22,yes,normal,2,12,4,2,,2,condominium,10,Kuala Lumpur,,12543,1041400,15092,Reject,6
6,employee,,17,no,normal,2,12,,,3,3,condominium,10,Kuala Lumpur,1,4726,915568,16243,Accept,6
6,employee,420489,13,yes,normal,2,12,4,2,3,2,condominium,10,Kuala Lumpur,3,10431,847561,8436,Accept,6
6,employee,,12,no,normal,2,12,,2,3,3,condominium,10,Kuala Lumpur,1,,1136724,18015,Accept,9
6,employee,156946,15,yes,platinum,2,12,,2,,1,condominium,10,Kuala Lumpur,,7438,488177,,Accept,7
6,employee,158840,17,no,normal,2,,,2,3,1,condominium,10,Kuala Lumpur,3,12432,604652,19054,Reject,9
6,employee,298701,21,yes,normal,2,12,4,2,3,1,condominium,,Kuala Lumpur,,,662611,7625,Accept,6
6,employee,655565,22,no,gold,2,12,4,,,3,condominium,10,Kuala Lumpur,1,7933,862042,12048,Reject,7
6,employee,,20,yes,normal,2,12,4,2,,2,condominium,10,Kuala Lumpur,,,1238699,17650,Accept,7
6,employee,125416,12,no,normal,2,,,2,,3,condominium,10,Kuala Lumpur,2,8474,903003,9323,Reject,9
6,employee,221509,14,yes,normal,2,12,4,2,3,2,,10,Kuala Lumpur,3,10902,,14631,Accept,7
6,employee,,10,no,,2,12,4,,3,2,condominium,,Kuala Lumpur,3,,511073,,Accept,6
6,employee,,22,yes,,2,,,2,3,1,condominium,,Kuala Lumpur,1,5826,1057718,15706,Accept,6
6,employee,700606,11,no,gold,2,12,4,2,3,3,condominium,10,Kuala Lumpur,,6898,1363624,15061,Reject,9
6,employee,390924,23,yes,normal,2,12,4,2,,3,condominium,10,Kuala Lumpur,2,7803,1268379,,Reject,8
6,employee,452345,10,no,,2,12,,,,1,,10,Kuala Lumpur,3,,1347706,,Accept,8
6,employee,361516,22,yes,normal,2,,4,,3,3,condominium,10,Kuala Lumpur,3,3833,1186678,13147,Accept,7
6,employee,438432,17,no,gold,2,12,,2,3,2,condominium,10,Kuala Lumpur,,,1427823,,Accept,6
6,employee,,13,yes,normal,2,,4,,,3,condominium,10,Kuala Lumpur,,8729,889001,15146,Accept,7
6,employee,198318,10,no,gold,2,12,4,,3,1,condominium,10,Kuala Lumpur,1,11262,1011662,8031,Accept,8
6,employee,,13,yes,normal,2,12,4,2,3,3,condominium,10,Kuala Lumpur,,6090,754040,16103,Reject,8
6,employee,504150,11,no,normal,2,12,4,2,3,3,condominium,10,Kuala Lumpur,1,6979,1238460,,Accept,9
6,employee,144243,15,yes,normal,2,,,,,3,condominium,,Kuala Lumpur,1,11948,1372157,,Reject,7
6,employee,553680,,no,normal,2,12,4,2,,1,condominium,10,Kuala Lumpur,2,6538,,,Accept,6
6,employee,785339,20,yes,normal,2,12,4,2,3,1,condominium,10,Kuala Lumpur,1,7936,1427012,7658,Reject,7
6,employee,644003,19,no,normal,2,12,4,2,,3,condominium,10,Kuala Lumpur,1,6300,1333917,,Accept,9
6,employee,,11,yes,normal,2,12,4,,,1,,10,Kuala Lumpur,1,5562,1173074,,Accept,8
6,employee,136609,22,no,normal,2,12,4,2,,2,condominium,10,Kuala Lumpur,,,454679,11878,Accept,7
6,employee,664414,19,yes,normal,2,,4,2,,3,condominium,10,Kuala Lumpur,3,9644,1363753,9730,Reject,7
6,employee,270008,,no,,2,12,4,,3,2,condominium,10,Kuala Lumpur,1,8816,758726,,Accept,8
6,employee,,12,yes,normal,2,,4,,3,1,condominium,10,Kuala Lumpur,1,11804,750892,15893,Reject,8
6,employee,,17,no,normal,2,12,4,2,3,1,condominium,10,Kuala Lumpur,3,4067,989856,,Accept,9
6,employee,334085,15,yes,normal,2,12,,2,3,2,condominium,10,Kuala Lumpur,3,8683,842194,,Reject,6
6,employee,,,no,normal,2,,4,,,1,condominium,10,Kuala Lumpur,3,5784,547859,10476,Accept,6
6,employee,,,yes,gold,2,12,4,,3,3,bungalow,10,Kuala Lumpur,1,,979148,,Accept,6
6,employee,420976,,no,normal,2,12,4,2,3,3,bungalow,10,Kuala Lumpur,3,5822,425298,,Accept,9
6,employee,496233,,yes,gold,2,,4,2,3,2,bungalow,,Kuala Lumpur,,3650,917494,18625,Accept,8
6,employee,,23,no,normal,2,,4,2,3,2,,10,Kuala Lumpur,1,,,15469,Accept,8
6,employee,623116,,yes,normal,2,,4,,3,2,bungalow,,Kuala Lumpur,2,,501903,7693,Accept,7
6,employee,647038,21,no,,2,12,4,2,3,3,bungalow,10,Kuala Lumpur,,10943,694911,16698,Accept,6
6,employee,509978,16,yes,normal,2,12,4,,3,1,bungalow,,Kuala Lumpur,2,11169,688426,9975,Accept,9
6,employee,233440,22,no,gold,2,12,,,3,1,bungalow,10,Kuala Lumpur,3,,1370329,,Reject,8
6,employee,369172,10,yes,normal,2,,,,3,3,bungalow,10,Kuala Lumpur,3,10486,,,Accept,9
6,employee,580096,22,no,gold,2,12,4,,,1,bungalow,10,Kuala Lumpur,3,10949,669336,10347,Accept,7
6,employee,211122,,yes,normal,2,,4,2,3,3,bungalow,10,Kuala Lumpur,,10818,1055678,19808,Accept,9
6,employee,596721,16,no,,2,12,4,,3,1,bungalow,10,Kuala Lumpur,,5148,461466,11922,Reject,9
6,employee,570653,24,yes,normal,2,12,,2,3,2,bungalow,,Kuala Lumpur,1,8033,,,Accept,8
6,employee,155541,12,no,,2,12,4,2,3,1,bungalow,,Kuala Lumpur,2,8157,651013,10024,Reject,8
6,employee,,17,yes,gold,2,12,4,2,3,2,bungalow,10,Kuala Lumpur,,,885727,,Accept,9
6,employee,,12,no,gold,2,12,4,,3,3,bungalow,10,Kuala Lumpur,,8714,710002,,Reject,9
6,employee,519789,,yes,normal,2,12,4,,3,2,bungalow,10,Kuala Lumpur,,12104,1088198,,Reject,7
6,employee,715324,17,no,gold,2,12,4,2,3,3,bungalow,10,Kuala Lumpur,2,3720,1185853,,Accept,8
6,employee,,14,yes,normal,2,12,4,2,,2,bungalow,10,Kuala Lumpur,,4109,588205,,Reject,9
6,employee,627141,16,no,platinum,2,12,4,,3,2,bungalow,10,Kuala Lumpur,1,,,,Accept,9
5,employee,739872,17,yes,normal,2,,4,2,1,3,bungalow,13,Kuala Lumpur,2,,,,Accept,9
5,employee,,,no,normal,2,,4,,1,3,bungalow,13,Kuala Lumpur,3,,691730,9635,Accept,6
5,employee,,10,yes,normal,2,,4,2,1,2,bungalow,13,Kuala Lumpur,,6999,899895,11954,Reject,8
5,employee,694633,14,no,gold,2,13,4,2,,2,bungalow,,Kuala Lumpur,2,5779,729084,19933,Accept,8
5,employee,189685,,yes,gold,2,13,4,2,,3,,,Kuala Lumpur,2,6340,1432685,16481,Reject,8
5,employee,720606,22,no,,2,13,,2,1,3,bungalow,13,Kuala Lumpur,2,5709,825753,19973,Reject,9
5,employee,,18,yes,platinum,2,13,4,2,1,3,bungalow,13,Kuala Lumpur,2,,,7988,Accept,9
5,employee,729488,23,no,normal,2,13,4,2,1,1,bungalow,13,Kuala Lumpur,2,3919,,11038,Accept,9
5,employee,446882,,yes,normal,2,13,4,2,1,3,bungalow,13,Kuala Lumpur,2,9265,780214,17055,Accept,9
5,employee,333573,18,no,normal,2,13,4,2,1,1,bungalow,13,Kuala Lumpur,2,10735,1288039,,Accept,6
5,employee,,18,yes,gold,2,13,4,2,1,2,bungalow,13,Kuala Lumpur,3,12383,1004409,18467,Reject,9
5,employee,484646,12,no,normal,2,13,4,,,3,bungalow,13,Kuala Lumpur,,,969982,8939,Accept,8
5,employee,595029,15,yes,gold,2,13,4,2,1,1,bungalow,13,Kuala Lumpur,1,7272,1030060,8112,Accept,7
5,employee,246845,,no,normal,2,13,4,2,1,2,bungalow,13,Kuala Lumpur,,,1226127,11846,Accept,9
5,employee,635168,11,yes,normal,2,,4,2,1,1,bungalow,,Kuala Lumpur,2,10373,603967,19919,Accept,7
5,employee,,18,no,gold,2,13,4,2,1,2,bungalow,13,Kuala Lumpur,1,4925,,8486,Accept,9
5,employee,506476,20,yes,normal,2,,,2,1,3,bungalow,13,Kuala Lumpur,2,7829,,16797,Accept,7
5,employee,,21,no,gold,2,,4,2,,1,bungalow,13,Kuala Lumpur,2,,,,Reject,7
5,employee,,20,yes,normal,2,13,4,,,2,bungalow,,Kuala Lumpur,,,,16578,Accept,7
5,employee,718415,16,no,normal,2,13,4,2,,1,bungalow,13,Kuala Lumpur,,10580,,,Accept,6
5,employee,290871,13,yes,normal,2,,,2,1,2,terrace,13,Kuala Lumpur,1,,747630,,Accept,9
5,employee,636477,16,no,normal,2,13,4,2,,2,terrace,13,Kuala Lumpur,3,11509,1026785,,Reject,8
5,employee,615502,15,yes,gold,2,13,4,2,1,1,terrace,13,Kuala Lumpur,2,7082,709856,16058,Accept,7
5,employee,133831,,no,normal,2,13,4,,1,2,terrace,13,Kuala Lumpur,3,,1072523,19850,Accept,8
5,employee,136548,22,yes,gold,2,13,4,,1,1,terrace,13,Kuala Lumpur,2,6878,1091704,12692,Accept,8
5,employee,601632,19,no,normal,2,13,4,2,1,1,terrace,13,Kuala Lumpur,,7714,1092704,14607,Accept,7
5,employee,320468,20,yes,normal,2,13,4,,1,2,terrace,13,Kuala Lumpur,1,12199,,16752,Accept,7
5,employee,160622,19,no,,2,13,,,1,1,,13,Kuala Lumpur,,11519,,8715,Accept,9
5,employee,216034,21,yes,normal,2,13,4,2,1,3,terrace,13,Kuala Lumpur,,4134,1302640,19344,Accept,8
5,employee,114772,19,no,,2,13,,2,1,2,terrace,13,Kuala Lumpur,,10382,1255844,,Reject,8
5,employee,360226,16,yes,normal,2,13,,2,,1,terrace,13,Kuala Lumpur,2,7917,1291878,12180,Reject,8
5,employee,,,no,normal,2,,,,,2,terrace,13,Kuala Lumpur,3,9086,952816,,Accept,6
5,employee,699187,,yes,gold,2,13,4,2,1,2,terrace,13,Kuala Lumpur,,3964,1189144,,Reject,6
5,employee,627120,19,no,normal,2,,,2,1,3,terrace,13,Kuala Lumpur,1,,624171,12726,Accept,8
5,employee,554020,11,yes,gold,2,13,4,2,1,3,terrace,13,Kuala Lumpur,3,,,,Reject,7
5,employee,,24,no,normal,2,13,4,,1,3,terrace,13,Kuala Lumpur,,,657585,,Accept,9
5,employee,184449,16,yes,normal,2,13,4,,,2,terrace,13,Kuala Lumpur,,9683,493209,18360,Accept,8
5,employee,223214,10,no,normal,2,13,,2,,1,,13,Kuala Lumpur,,5528,1178257,13777,Reject,6
5,employee,711475,20,yes,normal,2,,4,,,1,terrace,13,Kuala Lumpur,,12158,673054,,Accept,6
5,employee,,23,no,,2,,4,2,1,3,terrace,13,Kuala Lumpur,,,1019833,,Reject,6
5,employee,576714,,yes,normal,2,13,,2,1,3,terrace,13,Kuala Lumpur,1,8419,707068,14419,Accept,7
5,employee,402613,21,no,normal,2,13,4,,1,2,terrace,13,Kuala Lumpur,1,5963,1059808,,Reject,8
5,employee,370148,14,yes,normal,2,,,,1,3,,13,Kuala Lumpur,,6043,958235,,Accept,7
5,employee,148043,,no,platinum,2,13,,,1,3,terrace,13,Kuala Lumpur,3,10301,,15638,Accept,9
5,employee,573637,13,yes,gold,2,,,2,1,1,terrace,13,Kuala Lumpur,,,715671,,Accept,9
5,employee,105495,24,no,normal,2,13,,,,1,terrace,13,Kuala Lumpur,3,6186,720322,,Accept,9
